	station_id	stationname	date	daytype	rides	newDates	season	school
323118	40350	UIC-Halsted	06/19/2017	W	3707	2017-06-19	Summer	On Break
520518	40350	UIC-Halsted	06/20/2017	W	3917	2017-06-20	Summer	On Break
630652	40350	UIC-Halsted	06/21/2017	W	3924	2017-06-21	Summer	On Break
485429	40350	UIC-Halsted	06/22/2017	W	3675	2017-06-22	Summer	On Break
205403	40350	UIC-Halsted	06/23/2017	W	3608	2017-06-23	Summer	On Break
729225	40350	UIC-Halsted	06/24/2017	A	1804	2017-06-24	Summer	On Break
196664	40350	UIC-Halsted	06/25/2017	U	1650	2017-06-25	Summer	On Break
756309	40350	UIC-Halsted	06/26/2017	W	3818	2017-06-26	Summer	On Break
718080	40350	UIC-Halsted	06/27/2017	W	3951	2017-06-27	Summer	On Break
280397	40350	UIC-Halsted	06/28/2017	W	3993	2017-06-28	Summer	On Break
220763	40350	UIC-Halsted	06/29/2017	W	4012	2017-06-29	Summer	On Break
613642	40350	UIC-Halsted	06/30/2017	W	3674	2017-06-30	Summer	On Break
279824	40350	UIC-Halsted	07/01/2017	A	1681	2017-07-01	Summer	On Break
842487	40350	UIC-Halsted	07/02/2017	U	1274	2017-07-02	Summer	On Break
594093	40350	UIC-Halsted	07/03/2017	W	2475	2017-07-03	Summer	On Break
827535	40350	UIC-Halsted	07/04/2017	U	1248	2017-07-04	Summer	On Break
231580	40350	UIC-Halsted	07/05/2017	W	3588	2017-07-05	Summer	On Break
238146	40350	UIC-Halsted	07/06/2017	W	3831	2017-07-06	Summer	On Break
990672	40350	UIC-Halsted	07/07/2017	W	3744	2017-07-07	Summer	On Break
1009380	40350	UIC-Halsted	07/08/2017	A	1663	2017-07-08	Summer	On Break
293385	40350	UIC-Halsted	07/09/2017	U	1329	2017-07-09	Summer	On Break
487925	40350	UIC-Halsted	07/10/2017	W	3778	2017-07-10	Summer	On Break
637999	40350	UIC-Halsted	07/11/2017	W	4048	2017-07-11	Summer	On Break
741481	40350	UIC-Halsted	07/12/2017	W	3820	2017-07-12	Summer	On Break
706207	40350	UIC-Halsted	07/13/2017	W	3915	2017-07-13	Summer	On Break
463827	40350	UIC-Halsted	07/14/2017	W	3945	2017-07-14	Summer	On Break
438076	40350	UIC-Halsted	07/15/2017	A	1617	2017-07-15	Summer	On Break
364689	40350	UIC-Halsted	07/16/2017	U	1247	2017-07-16	Summer	On Break
249832	40350	UIC-Halsted	07/17/2017	W	3836	2017-07-17	Summer	On Break
815178	40350	UIC-Halsted	07/18/2017	W	4054	2017-07-18	Summer	On Break
420789	40350	UIC-Halsted	07/19/2017	W	3891	2017-07-19	Summer	On Break
943956	40350	UIC-Halsted	07/20/2017	W	3896	2017-07-20	Summer	On Break
910668	40350	UIC-Halsted	07/21/2017	W	3747	2017-07-21	Summer	On Break
302331	40350	UIC-Halsted	07/22/2017	A	1705	2017-07-22	Summer	On Break
765119	40350	UIC-Halsted	07/23/2017	U	1377	2017-07-23	Summer	On Break
149073	40350	UIC-Halsted	07/24/2017	W	3743	2017-07-24	Summer	On Break
999996	40350	UIC-Halsted	07/25/2017	W	3995	2017-07-25	Summer	On Break
250930	40350	UIC-Halsted	07/26/2017	W	3884	2017-07-26	Summer	On Break
515257	40350	UIC-Halsted	07/27/2017	W	3738	2017-07-27	Summer	On Break
157448	40350	UIC-Halsted	07/28/2017	W	3450	2017-07-28	Summer	On Break
295198	40350	UIC-Halsted	07/29/2017	A	1590	2017-07-29	Summer	On Break
496407	40350	UIC-Halsted	07/30/2017	U	1199	2017-07-30	Summer	On Break
411560	40350	UIC-Halsted	07/31/2017	W	3412	2017-07-31	Summer	On Break
276487	40350	UIC-Halsted	08/01/2017	W	3465	2017-08-01	Summer	On Break
679156	40350	UIC-Halsted	08/02/2017	W	3690	2017-08-02	Summer	On Break
937168	40350	UIC-Halsted	08/03/2017	W	3788	2017-08-03	Summer	On Break
568441	40350	UIC-Halsted	08/04/2017	W	3604	2017-08-04	Summer	On Break
912180	40350	UIC-Halsted	08/05/2017	A	1764	2017-08-05	Summer	On Break
1014780	40350	UIC-Halsted	08/06/2017	U	1406	2017-08-06	Summer	On Break
249868	40350	UIC-Halsted	08/07/2017	W	3128	2017-08-07	Summer	On Break
970585	40350	UIC-Halsted	08/08/2017	W	3095	2017-08-08	Summer	On Break
928868	40350	UIC-Halsted	08/09/2017	W	3252	2017-08-09	Summer	On Break
662606	40350	UIC-Halsted	08/10/2017	W	3088	2017-08-10	Summer	On Break
938695	40350	UIC-Halsted	08/11/2017	W	3035	2017-08-11	Summer	On Break
321124	40350	UIC-Halsted	08/12/2017	A	1556	2017-08-12	Summer	On Break
993187	40350	UIC-Halsted	08/13/2017	U	1195	2017-08-13	Summer	On Break
341932	40350	UIC-Halsted	08/14/2017	W	3208	2017-08-14	Summer	On Break
756199	40350	UIC-Halsted	08/15/2017	W	3214	2017-08-15	Summer	On Break
744777	40350	UIC-Halsted	08/16/2017	W	3155	2017-08-16	Summer	On Break
277763	40350	UIC-Halsted	08/17/2017	W	3363	2017-08-17	Summer	On Break
195279	40350	UIC-Halsted	08/18/2017	W	3334	2017-08-18	Summer	On Break
574723	40350	UIC-Halsted	08/19/2017	A	1603	2017-08-19	Summer	On Break
376852	40350	UIC-Halsted	08/20/2017	U	1409	2017-08-20	Summer	On Break
976522	40350	UIC-Halsted	08/21/2017	W	3168	2017-08-21	Summer	On Break
551881	40350	UIC-Halsted	08/22/2017	W	3302	2017-08-22	Summer	On Break
459767	40350	UIC-Halsted	08/23/2017	W	4129	2017-08-23	Summer	On Break
765949	40350	UIC-Halsted	08/24/2017	W	4125	2017-08-24	Summer	On Break
423288	40350	UIC-Halsted	08/25/2017	W	4598	2017-08-25	Summer	On Break
976655	40350	UIC-Halsted	08/26/2017	A	2912	2017-08-26	Summer	On Break
227026	40350	UIC-Halsted	08/27/2017	U	2367	2017-08-27	Summer	On Break
642187	40350	UIC-Halsted	08/28/2017	W	8657	2017-08-28	Summer	On Break
298178	40350	UIC-Halsted	08/29/2017	W	8567	2017-08-29	Summer	On Break
249435	40350	UIC-Halsted	08/30/2017	W	8930	2017-08-30	Summer	On Break
409672	40350	UIC-Halsted	08/31/2017	W	8739	2017-08-31	Summer	On Break
771552	40350	UIC-Halsted	09/01/2017	W	8129	2017-09-01	Fall	In School
590042	40350	UIC-Halsted	09/02/2017	A	2170	2017-09-02	Fall	In School
683063	40350	UIC-Halsted	09/03/2017	U	1851	2017-09-03	Fall	In School
263901	40350	UIC-Halsted	09/04/2017	U	1566	2017-09-04	Fall	In School
492927	40350	UIC-Halsted	09/05/2017	W	8628	2017-09-05	Fall	In School
564027	40350	UIC-Halsted	09/06/2017	W	8851	2017-09-06	Fall	In School
634034	40350	UIC-Halsted	09/07/2017	W	8861	2017-09-07	Fall	In School
820447	40350	UIC-Halsted	09/08/2017	W	8460	2017-09-08	Fall	In School
728806	40350	UIC-Halsted	09/09/2017	A	2875	2017-09-09	Fall	In School
180939	40350	UIC-Halsted	09/10/2017	U	1694	2017-09-10	Fall	In School
734260	40350	UIC-Halsted	09/11/2017	W	8530	2017-09-11	Fall	In School
243961	40350	UIC-Halsted	09/12/2017	W	8870	2017-09-12	Fall	In School
948425	40350	UIC-Halsted	09/13/2017	W	8869	2017-09-13	Fall	In School
993630	40350	UIC-Halsted	09/14/2017	W	8854	2017-09-14	Fall	In School
754274	40350	UIC-Halsted	09/15/2017	W	8565	2017-09-15	Fall	In School
730432	40350	UIC-Halsted	09/16/2017	A	2941	2017-09-16	Fall	In School
212037	40350	UIC-Halsted	09/17/2017	U	1713	2017-09-17	Fall	In School
933371	40350	UIC-Halsted	09/18/2017	W	8492	2017-09-18	Fall	In School
609482	40350	UIC-Halsted	09/19/2017	W	8550	2017-09-19	Fall	In School
586565	40350	UIC-Halsted	09/20/2017	W	8724	2017-09-20	Fall	In School
423463	40350	UIC-Halsted	09/21/2017	W	8775	2017-09-21	Fall	In School
324110	40350	UIC-Halsted	09/22/2017	W	8159	2017-09-22	Fall	In School
180759	40350	UIC-Halsted	09/23/2017	A	2433	2017-09-23	Fall	In School
717921	40350	UIC-Halsted	09/24/2017	U	1889	2017-09-24	Fall	In School
193224	40350	UIC-Halsted	09/25/2017	W	8459	2017-09-25	Fall	In School
697780	40350	UIC-Halsted	09/26/2017	W	8510	2017-09-26	Fall	In School
655489	40350	UIC-Halsted	09/27/2017	W	8717	2017-09-27	Fall	In School
552113	40350	UIC-Halsted	09/28/2017	W	8712	2017-09-28	Fall	In School
535951	40350	UIC-Halsted	09/29/2017	W	8336	2017-09-29	Fall	In School
868601	40350	UIC-Halsted	09/30/2017	A	2501	2017-09-30	Fall	In School
587759	40350	UIC-Halsted	10/01/2017	U	1710	2017-10-01	Fall	In School
937625	40350	UIC-Halsted	10/02/2017	W	8278	2017-10-02	Fall	In School
702745	40350	UIC-Halsted	10/03/2017	W	8535	2017-10-03	Fall	In School
275030	40350	UIC-Halsted	10/04/2017	W	8602	2017-10-04	Fall	In School
293293	40350	UIC-Halsted	10/05/2017	W	8557	2017-10-05	Fall	In School
889510	40350	UIC-Halsted	10/06/2017	W	8395	2017-10-06	Fall	In School
242967	40350	UIC-Halsted	10/07/2017	A	2338	2017-10-07	Fall	In School
319462	40350	UIC-Halsted	10/08/2017	U	6659	2017-10-08	Fall	In School
692293	40350	UIC-Halsted	10/09/2017	W	8085	2017-10-09	Fall	In School
386602	40350	UIC-Halsted	10/10/2017	W	8561	2017-10-10	Fall	In School
972493	40350	UIC-Halsted	10/11/2017	W	8637	2017-10-11	Fall	In School
316447	40350	UIC-Halsted	10/12/2017	W	8604	2017-10-12	Fall	In School
185306	40350	UIC-Halsted	10/13/2017	W	8046	2017-10-13	Fall	In School
253153	40350	UIC-Halsted	10/14/2017	A	2043	2017-10-14	Fall	In School
675102	40350	UIC-Halsted	10/15/2017	U	1826	2017-10-15	Fall	In School
872535	40350	UIC-Halsted	10/16/2017	W	8303	2017-10-16	Fall	In School
476848	40350	UIC-Halsted	10/17/2017	W	8419	2017-10-17	Fall	In School
277564	40350	UIC-Halsted	10/18/2017	W	8622	2017-10-18	Fall	In School
615567	40350	UIC-Halsted	10/19/2017	W	8724	2017-10-19	Fall	In School
411107	40350	UIC-Halsted	10/20/2017	W	8091	2017-10-20	Fall	In School
284748	40350	UIC-Halsted	10/21/2017	A	2548	2017-10-21	Fall	In School
478097	40350	UIC-Halsted	10/22/2017	U	1449	2017-10-22	Fall	In School
141031	40350	UIC-Halsted	10/23/2017	W	8070	2017-10-23	Fall	In School
957066	40350	UIC-Halsted	10/24/2017	W	8296	2017-10-24	Fall	In School
323529	40350	UIC-Halsted	10/25/2017	W	8613	2017-10-25	Fall	In School
624662	40350	UIC-Halsted	10/26/2017	W	8537	2017-10-26	Fall	In School
321974	40350	UIC-Halsted	10/27/2017	W	7771	2017-10-27	Fall	In School
656982	40350	UIC-Halsted	10/28/2017	A	2353	2017-10-28	Fall	In School
443184	40350	UIC-Halsted	10/29/2017	U	1902	2017-10-29	Fall	In School
531562	40350	UIC-Halsted	10/30/2017	W	8004	2017-10-30	Fall	In School
476974	40350	UIC-Halsted	10/31/2017	W	8246	2017-10-31	Fall	In School
534114	40350	UIC-Halsted	11/01/2017	W	8393	2017-11-01	Fall	In School
993204	40350	UIC-Halsted	11/02/2017	W	8329	2017-11-02	Fall	In School
841013	40350	UIC-Halsted	11/03/2017	W	7965	2017-11-03	Fall	In School
529129	40350	UIC-Halsted	11/04/2017	A	2194	2017-11-04	Fall	In School
632312	40350	UIC-Halsted	11/05/2017	U	1588	2017-11-05	Fall	In School
364139	40350	UIC-Halsted	11/06/2017	W	8219	2017-11-06	Fall	In School
372679	40350	UIC-Halsted	11/07/2017	W	8311	2017-11-07	Fall	In School
194067	40350	UIC-Halsted	11/08/2017	W	8549	2017-11-08	Fall	In School
322453	40350	UIC-Halsted	11/09/2017	W	8380	2017-11-09	Fall	In School
241374	40350	UIC-Halsted	11/10/2017	W	7750	2017-11-10	Fall	In School
887235	40350	UIC-Halsted	11/11/2017	A	2699	2017-11-11	Fall	In School
519477	40350	UIC-Halsted	11/12/2017	U	1491	2017-11-12	Fall	In School
728267	40350	UIC-Halsted	11/13/2017	W	7877	2017-11-13	Fall	In School
141171	40350	UIC-Halsted	11/14/2017	W	8136	2017-11-14	Fall	In School
287674	40350	UIC-Halsted	11/15/2017	W	8219	2017-11-15	Fall	In School
357971	40350	UIC-Halsted	11/16/2017	W	8057	2017-11-16	Fall	In School
611953	40350	UIC-Halsted	11/17/2017	W	8020	2017-11-17	Fall	In School
830216	40350	UIC-Halsted	11/18/2017	A	2241	2017-11-18	Fall	In School
913245	40350	UIC-Halsted	11/19/2017	U	1781	2017-11-19	Fall	In School
800914	40350	UIC-Halsted	11/20/2017	W	7742	2017-11-20	Fall	In School
902835	40350	UIC-Halsted	11/21/2017	W	7708	2017-11-21	Fall	In School
549844	40350	UIC-Halsted	11/22/2017	W	6517	2017-11-22	Fall	In School
144017	40350	UIC-Halsted	11/23/2017	U	1011	2017-11-23	Fall	In School
1007472	40350	UIC-Halsted	11/24/2017	W	1574	2017-11-24	Fall	In School
302986	40350	UIC-Halsted	11/25/2017	A	1399	2017-11-25	Fall	In School
776405	40350	UIC-Halsted	11/26/2017	U	1286	2017-11-26	Fall	In School
479721	40350	UIC-Halsted	11/27/2017	W	7646	2017-11-27	Fall	In School
305096	40350	UIC-Halsted	11/28/2017	W	7942	2017-11-28	Fall	In School
798931	40350	UIC-Halsted	11/29/2017	W	8073	2017-11-29	Fall	In School
500407	40350	UIC-Halsted	11/30/2017	W	7957	2017-11-30	Fall	In School
760	40350	UIC-Halsted	12/01/2017	W	7718	2017-12-01	Winter	On Break
2326	40350	UIC-Halsted	12/02/2017	A	2340	2017-12-02	Winter	On Break
4423	40350	UIC-Halsted	12/03/2017	U	1645	2017-12-03	Winter	On Break
1031	40350	UIC-Halsted	12/04/2017	W	7800	2017-12-04	Winter	On Break
2054	40350	UIC-Halsted	12/05/2017	W	7731	2017-12-05	Winter	On Break
1376	40350	UIC-Halsted	12/06/2017	W	7813	2017-12-06	Winter	On Break
3374	40350	UIC-Halsted	12/07/2017	W	7661	2017-12-07	Winter	On Break
75	40350	UIC-Halsted	12/08/2017	W	7462	2017-12-08	Winter	On Break
2975	40350	UIC-Halsted	12/09/2017	A	1947	2017-12-09	Winter	On Break
4225	40350	UIC-Halsted	12/10/2017	U	1285	2017-12-10	Winter	On Break
569	40350	UIC-Halsted	12/11/2017	W	5614	2017-12-11	Winter	On Break
4074	40350	UIC-Halsted	12/12/2017	W	5553	2017-12-12	Winter	On Break
398	40350	UIC-Halsted	12/13/2017	W	5828	2017-12-13	Winter	On Break
2884	40350	UIC-Halsted	12/14/2017	W	5493	2017-12-14	Winter	On Break
1852	40350	UIC-Halsted	12/15/2017	W	5217	2017-12-15	Winter	On Break
3646	40350	UIC-Halsted	12/16/2017	A	1915	2017-12-16	Winter	On Break
1493	40350	UIC-Halsted	12/17/2017	U	1321	2017-12-17	Winter	On Break
3486	40350	UIC-Halsted	12/18/2017	W	3216	2017-12-18	Winter	On Break
1187	40350	UIC-Halsted	12/19/2017	W	3306	2017-12-19	Winter	On Break
579	40350	UIC-Halsted	12/20/2017	W	3072	2017-12-20	Winter	On Break
4242	40350	UIC-Halsted	12/21/2017	W	2718	2017-12-21	Winter	On Break
2996	40350	UIC-Halsted	12/22/2017	W	2334	2017-12-22	Winter	On Break
4191	40350	UIC-Halsted	12/23/2017	A	997	2017-12-23	Winter	On Break
3006	40350	UIC-Halsted	12/24/2017	U	659	2017-12-24	Winter	On Break
1567	40350	UIC-Halsted	12/25/2017	U	369	2017-12-25	Winter	On Break
4188	40350	UIC-Halsted	12/26/2017	W	1019	2017-12-26	Winter	On Break
1894	40350	UIC-Halsted	12/27/2017	W	1347	2017-12-27	Winter	On Break
959	40350	UIC-Halsted	12/28/2017	W	1575	2017-12-28	Winter	On Break
1471	40350	UIC-Halsted	12/29/2017	W	1472	2017-12-29	Winter	On Break
114	40350	UIC-Halsted	12/30/2017	A	837	2017-12-30	Winter	On Break
2534	40350	UIC-Halsted	12/31/2017	U	800	2017-12-31	Winter	On Break
16520	40350	UIC-Halsted	01/01/2018	U	657	2018-01-01	Winter	In School
15466	40350	UIC-Halsted	01/02/2018	W	1936	2018-01-02	Winter	In School
6744	40350	UIC-Halsted	01/03/2018	W	2249	2018-01-03	Winter	In School
15431	40350	UIC-Halsted	01/04/2018	W	2293	2018-01-04	Winter	In School
15545	40350	UIC-Halsted	01/05/2018	W	2209	2018-01-05	Winter	In School
17096	40350	UIC-Halsted	01/06/2018	A	998	2018-01-06	Winter	In School
11955	40350	UIC-Halsted	01/07/2018	U	763	2018-01-07	Winter	In School
5465	40350	UIC-Halsted	01/08/2018	W	2800	2018-01-08	Winter	In School
14726	40350	UIC-Halsted	01/09/2018	W	3019	2018-01-09	Winter	In School
6330	40350	UIC-Halsted	01/10/2018	W	3168	2018-01-10	Winter	In School
17488	40350	UIC-Halsted	01/11/2018	W	3024	2018-01-11	Winter	In School
15145	40350	UIC-Halsted	01/12/2018	W	2845	2018-01-12	Winter	In School
10853	40350	UIC-Halsted	01/13/2018	A	1361	2018-01-13	Winter	In School
6808	40350	UIC-Halsted	01/14/2018	U	1218	2018-01-14	Winter	In School
10476	40350	UIC-Halsted	01/15/2018	W	2004	2018-01-15	Winter	In School
11698	40350	UIC-Halsted	01/16/2018	W	7476	2018-01-16	Winter	In School
15693	40350	UIC-Halsted	01/17/2018	W	7635	2018-01-17	Winter	In School
6046	40350	UIC-Halsted	01/18/2018	W	7420	2018-01-18	Winter	In School
15359	40350	UIC-Halsted	01/19/2018	W	7238	2018-01-19	Winter	In School
5329	40350	UIC-Halsted	01/20/2018	A	2216	2018-01-20	Winter	In School
12330	40350	UIC-Halsted	01/21/2018	U	1293	2018-01-21	Winter	In School
7183	40350	UIC-Halsted	01/22/2018	W	7505	2018-01-22	Winter	In School
13712	40350	UIC-Halsted	01/23/2018	W	7508	2018-01-23	Winter	In School
16415	40350	UIC-Halsted	01/24/2018	W	7619	2018-01-24	Winter	In School
7848	40350	UIC-Halsted	01/25/2018	W	7505	2018-01-25	Winter	In School
13650	40350	UIC-Halsted	01/26/2018	W	7355	2018-01-26	Winter	In School
15491	40350	UIC-Halsted	01/27/2018	A	2073	2018-01-27	Winter	In School
15260	40350	UIC-Halsted	01/28/2018	U	1276	2018-01-28	Winter	In School
15336	40350	UIC-Halsted	01/29/2018	W	7366	2018-01-29	Winter	In School
10936	40350	UIC-Halsted	01/30/2018	W	7324	2018-01-30	Winter	In School
15299	40350	UIC-Halsted	01/31/2018	W	7657	2018-01-31	Winter	In School
12230	40350	UIC-Halsted	02/01/2018	W	7382	2018-02-01	Winter	In School
5186	40350	UIC-Halsted	02/02/2018	W	6829	2018-02-02	Winter	In School
6869	40350	UIC-Halsted	02/03/2018	A	1769	2018-02-03	Winter	In School
4645	40350	UIC-Halsted	02/04/2018	U	1085	2018-02-04	Winter	In School
9695	40350	UIC-Halsted	02/05/2018	W	6982	2018-02-05	Winter	In School
17394	40350	UIC-Halsted	02/06/2018	W	7290	2018-02-06	Winter	In School
11497	40350	UIC-Halsted	02/07/2018	W	7438	2018-02-07	Winter	In School
9747	40350	UIC-Halsted	02/08/2018	W	7342	2018-02-08	Winter	In School
7083	40350	UIC-Halsted	02/09/2018	W	3640	2018-02-09	Winter	In School
14192	40350	UIC-Halsted	02/10/2018	A	1861	2018-02-10	Winter	In School
16254	40350	UIC-Halsted	02/11/2018	U	1231	2018-02-11	Winter	In School
13918	40350	UIC-Halsted	02/12/2018	W	7328	2018-02-12	Winter	In School
4694	40350	UIC-Halsted	02/13/2018	W	7493	2018-02-13	Winter	In School
12817	40350	UIC-Halsted	02/14/2018	W	7881	2018-02-14	Winter	In School
11767	40350	UIC-Halsted	02/15/2018	W	7412	2018-02-15	Winter	In School
17333	40350	UIC-Halsted	02/16/2018	W	7284	2018-02-16	Winter	In School
14948	40350	UIC-Halsted	02/17/2018	A	1976	2018-02-17	Winter	In School
8648	40350	UIC-Halsted	02/18/2018	U	1362	2018-02-18	Winter	In School
10097	40350	UIC-Halsted	02/19/2018	W	6488	2018-02-19	Winter	In School
7504	40350	UIC-Halsted	02/20/2018	W	7203	2018-02-20	Winter	In School
6252	40350	UIC-Halsted	02/21/2018	W	7634	2018-02-21	Winter	In School
12348	40350	UIC-Halsted	02/22/2018	W	7328	2018-02-22	Winter	In School
15235	40350	UIC-Halsted	02/23/2018	W	7036	2018-02-23	Winter	In School
6155	40350	UIC-Halsted	02/24/2018	A	2185	2018-02-24	Winter	In School
13790	40350	UIC-Halsted	02/25/2018	U	1468	2018-02-25	Winter	In School
13412	40350	UIC-Halsted	02/26/2018	W	7193	2018-02-26	Winter	In School
15138	40350	UIC-Halsted	02/27/2018	W	7262	2018-02-27	Winter	In School
5499	40350	UIC-Halsted	02/28/2018	W	7501	2018-02-28	Winter	In School
5552	40350	UIC-Halsted	03/01/2018	W	7118	2018-03-01	Spring	In School
14451	40350	UIC-Halsted	03/02/2018	W	6799	2018-03-02	Spring	In School
12193	40350	UIC-Halsted	03/03/2018	A	1978	2018-03-03	Spring	In School
4842	40350	UIC-Halsted	03/04/2018	U	1397	2018-03-04	Spring	In School
12168	40350	UIC-Halsted	03/05/2018	W	7054	2018-03-05	Spring	In School
16358	40350	UIC-Halsted	03/06/2018	W	7222	2018-03-06	Spring	In School
4610	40350	UIC-Halsted	03/07/2018	W	7467	2018-03-07	Spring	In School
5089	40350	UIC-Halsted	03/08/2018	W	7258	2018-03-08	Spring	In School
6827	40350	UIC-Halsted	03/09/2018	W	6909	2018-03-09	Spring	In School
7520	40350	UIC-Halsted	03/10/2018	A	2061	2018-03-10	Spring	In School
5948	40350	UIC-Halsted	03/11/2018	U	1376	2018-03-11	Spring	In School
7859	40350	UIC-Halsted	03/12/2018	W	7260	2018-03-12	Spring	In School
14844	40350	UIC-Halsted	03/13/2018	W	7299	2018-03-13	Spring	In School
13244	40350	UIC-Halsted	03/14/2018	W	7550	2018-03-14	Spring	In School
13125	40350	UIC-Halsted	03/15/2018	W	7326	2018-03-15	Spring	In School
16326	40350	UIC-Halsted	03/16/2018	W	7166	2018-03-16	Spring	In School
8525	40350	UIC-Halsted	03/17/2018	A	3027	2018-03-17	Spring	In School
9131	40350	UIC-Halsted	03/18/2018	U	1532	2018-03-18	Spring	In School
6793	40350	UIC-Halsted	03/19/2018	W	7067	2018-03-19	Spring	In School
6162	40350	UIC-Halsted	03/20/2018	W	7017	2018-03-20	Spring	In School
11919	40350	UIC-Halsted	03/21/2018	W	7270	2018-03-21	Spring	In School
10536	40350	UIC-Halsted	03/22/2018	W	7000	2018-03-22	Spring	In School
5468	40350	UIC-Halsted	03/23/2018	W	6685	2018-03-23	Spring	In School
15461	40350	UIC-Halsted	03/24/2018	A	1921	2018-03-24	Spring	In School
6752	40350	UIC-Halsted	03/25/2018	U	1430	2018-03-25	Spring	In School
15822	40350	UIC-Halsted	03/26/2018	W	3007	2018-03-26	Spring	In School
7679	40350	UIC-Halsted	03/27/2018	W	3200	2018-03-27	Spring	In School
8632	40350	UIC-Halsted	03/28/2018	W	3198	2018-03-28	Spring	In School
10305	40350	UIC-Halsted	03/29/2018	W	3085	2018-03-29	Spring	In School
7712	40350	UIC-Halsted	03/30/2018	W	2701	2018-03-30	Spring	In School
12226	40350	UIC-Halsted	03/31/2018	A	1399	2018-03-31	Spring	In School
27624	40350	UIC-Halsted	04/01/2018	U	1075	2018-04-01	Spring	In School
27319	40350	UIC-Halsted	04/02/2018	W	6749	2018-04-02	Spring	In School
26806	40350	UIC-Halsted	04/03/2018	W	6800	2018-04-03	Spring	In School
18896	40350	UIC-Halsted	04/04/2018	W	7153	2018-04-04	Spring	In School
21395	40350	UIC-Halsted	04/05/2018	W	6915	2018-04-05	Spring	In School
18613	40350	UIC-Halsted	04/06/2018	W	6692	2018-04-06	Spring	In School
22763	40350	UIC-Halsted	04/07/2018	A	2087	2018-04-07	Spring	In School
19563	40350	UIC-Halsted	04/08/2018	U	1391	2018-04-08	Spring	In School
24544	40350	UIC-Halsted	04/09/2018	W	6808	2018-04-09	Spring	In School
27813	40350	UIC-Halsted	04/10/2018	W	7105	2018-04-10	Spring	In School
18108	40350	UIC-Halsted	04/11/2018	W	7308	2018-04-11	Spring	In School
18357	40350	UIC-Halsted	04/12/2018	W	7150	2018-04-12	Spring	In School
27927	40350	UIC-Halsted	04/13/2018	W	6840	2018-04-13	Spring	In School
19516	40350	UIC-Halsted	04/14/2018	A	1999	2018-04-14	Spring	In School
23973	40350	UIC-Halsted	04/15/2018	U	1224	2018-04-15	Spring	In School
19658	40350	UIC-Halsted	04/16/2018	W	6789	2018-04-16	Spring	In School
27471	40350	UIC-Halsted	04/17/2018	W	7098	2018-04-17	Spring	In School
26036	40350	UIC-Halsted	04/18/2018	W	7326	2018-04-18	Spring	In School
21742	40350	UIC-Halsted	04/19/2018	W	7158	2018-04-19	Spring	In School
23861	40350	UIC-Halsted	04/20/2018	W	6814	2018-04-20	Spring	In School
24121	40350	UIC-Halsted	04/21/2018	A	1945	2018-04-21	Spring	In School
22366	40350	UIC-Halsted	04/22/2018	U	1398	2018-04-22	Spring	In School
27457	40350	UIC-Halsted	04/23/2018	W	6887	2018-04-23	Spring	In School
18538	40350	UIC-Halsted	04/24/2018	W	7052	2018-04-24	Spring	In School
17599	40350	UIC-Halsted	04/25/2018	W	7331	2018-04-25	Spring	In School
21537	40350	UIC-Halsted	04/26/2018	W	7155	2018-04-26	Spring	In School
28657	40350	UIC-Halsted	04/27/2018	W	6748	2018-04-27	Spring	In School
28715	40350	UIC-Halsted	04/28/2018	A	2069	2018-04-28	Spring	In School
30259	40350	UIC-Halsted	04/29/2018	U	1576	2018-04-29	Spring	In School
28615	40350	UIC-Halsted	04/30/2018	W	7057	2018-04-30	Spring	In School
30178	40350	UIC-Halsted	05/01/2018	W	7177	2018-05-01	Spring	On Break
30210	40350	UIC-Halsted	05/02/2018	W	7120	2018-05-02	Spring	On Break
26827	40350	UIC-Halsted	05/03/2018	W	6718	2018-05-03	Spring	On Break
24038	40350	UIC-Halsted	05/04/2018	W	6815	2018-05-04	Spring	On Break
25990	40350	UIC-Halsted	05/05/2018	A	2132	2018-05-05	Spring	On Break
25012	40350	UIC-Halsted	05/06/2018	U	1494	2018-05-06	Spring	On Break
23451	40350	UIC-Halsted	05/07/2018	W	5458	2018-05-07	Spring	On Break
26800	40350	UIC-Halsted	05/08/2018	W	5311	2018-05-08	Spring	On Break
24506	40350	UIC-Halsted	05/09/2018	W	5746	2018-05-09	Spring	On Break
21042	40350	UIC-Halsted	05/10/2018	W	5448	2018-05-10	Spring	On Break
20848	40350	UIC-Halsted	05/11/2018	W	5355	2018-05-11	Spring	On Break
24070	40350	UIC-Halsted	05/12/2018	A	1697	2018-05-12	Spring	On Break
24176	40350	UIC-Halsted	05/13/2018	U	1281	2018-05-13	Spring	On Break
23351	40350	UIC-Halsted	05/14/2018	W	3284	2018-05-14	Spring	On Break
30048	40350	UIC-Halsted	05/15/2018	W	3609	2018-05-15	Spring	On Break
28869	40350	UIC-Halsted	05/16/2018	W	3433	2018-05-16	Spring	On Break
25921	40350	UIC-Halsted	05/17/2018	W	3311	2018-05-17	Spring	On Break
18506	40350	UIC-Halsted	05/18/2018	W	3089	2018-05-18	Spring	On Break
27634	40350	UIC-Halsted	05/19/2018	A	1442	2018-05-19	Spring	On Break
17888	40350	UIC-Halsted	05/20/2018	U	1094	2018-05-20	Spring	On Break
21337	40350	UIC-Halsted	05/21/2018	W	3177	2018-05-21	Spring	On Break
27028	40350	UIC-Halsted	05/22/2018	W	3446	2018-05-22	Spring	On Break
